"","Camera.ID","Date","Species","Number"
"1311","21B","12/12/2022","Gray Squirrel",1
"1312","21B","12/13/2022","White-tailed Deer",1
"1313","21B","12/14/2022","White-tailed Deer",1
"1314","21B","12/15/2022","Gray Squirrel",1
"1315","21B","12/15/2022","Gray Squirrel",1
"1316","21B","12/15/2022","Gray Squirrel",1
"1317","21B","12/15/2022","Gray Squirrel",1
"1318","21B","12/16/2022","Gray Squirrel",1
"1319","21B","12/16/2022","Gray Squirrel",1
"1320","21B","12/17/2022","White-tailed Deer",1
"1321","21B","12/17/2022","White-tailed Deer",1
"1322","21B","12/17/2022","White-tailed Deer",1
"1323","21B","12/17/2022","White-tailed Deer",1
"1324","21B","12/17/2022","White-tailed Deer",1
"1325","21B","12/17/2022","Gray Squirrel",1
"1326","21B","12/17/2022","Gray Squirrel",1
"1327","21B","12/17/2022","Gray Squirrel",1
"1328","21B","12/17/2022","Gray Squirrel",1
"1329","21B","12/17/2022","Gray Squirrel",1
"1330","21B","12/17/2022","Gray Squirrel",1
"1331","21B","12/18/2022","Gray Squirrel",1
"1332","21B","12/18/2022","White-tailed Deer",1
"1333","21B","12/19/2022","White-tailed Deer",1
"1334","21B","12/19/2022","White-tailed Deer",1
"1335","21B","12/19/2022","White-tailed Deer",1
"1336","21B","12/22/2022","White-tailed Deer",1
"1337","21B","12/22/2022","Grey Fox",1
"1338","21B","12/22/2022","White-tailed Deer",1
"1339","21B","12/24/2022","Gray Squirrel",1
"1340","21B","12/24/2022","Gray Squirrel",1
"1341","21B","12/24/2022","Gray Squirrel",1
"1342","21B","12/25/2022","Gray Squirrel",1
"1343","21B","12/25/2022","Gray Squirrel",1
"1344","21B","1/1/2023","White-tailed Deer",1
"1345","21B","1/1/2023","White-tailed Deer",1
"1346","21B","1/4/2023","Grey Fox",1
"1347","21B","1/6/2023","White-tailed Deer",1
"1348","21B","1/7/2023","White-tailed Deer",1
"1349","21B","1/7/2023","White-tailed Deer",1
"1350","21B","1/7/2023","White-tailed Deer",1
"1351","21B","1/7/2023","White-tailed Deer",1
"1352","21B","1/9/2023","Gray Squirrel",1
"1353","21B","1/12/2023","White-tailed Deer",1
"1354","21B","1/12/2023","Gray Squirrel",1
"1355","21B","1/13/2023","Bird",1
"1356","21B","1/14/2023","Gray Squirrel",1
"1357","21B","1/15/2023","Bird",1
"1358","21B","1/16/2023","White-tailed Deer",1
"1359","21B","1/18/2023","White-tailed Deer",1
"1360","21B","1/19/2023","White-tailed Deer",1
"1361","21B","1/19/2023","White-tailed Deer",1
"1362","21B","1/20/2023","Gray Squirrel",1
"1363","21B","1/20/2023","Gray Squirrel",1
"1364","21B","1/21/2023","Gray Squirrel",1
"1365","21B","1/22/2023","Gray Squirrel",1
"1366","21B","1/24/2023","Gray Squirrel",1
"1367","21B","1/24/2023","Gray Squirrel",1
"1368","21B","1/24/2023","Gray Squirrel",1
"1369","21B","1/25/2023","White-tailed Deer",1
"1370","21B","1/25/2023","Gray Squirrel",1
"1371","21B","1/27/2023","Gray Squirrel",1
"1372","222B","12/15/2022","Gray Squirrel",1
"1373","222B","12/15/2022","Gray Squirrel",1
"1374","222B","12/16/2022","Gray Squirrel",1
"1375","222B","12/16/2022","Gray Squirrel",1
"1376","222B","12/17/2022","Gray Squirrel",1
"1377","222B","12/17/2022","Gray Squirrel",1
"1378","222B","12/18/2022","Gray Squirrel",1
"1379","222B","12/18/2022","Gray Squirrel",1
"1380","222B","12/18/2022","Gray Squirrel",1
"1381","222B","12/18/2022","Gray Squirrel",1
"1382","222B","12/18/2022","Gray Squirrel",1
"1383","222B","12/18/2022","Gray Squirrel",1
"1384","222B","12/18/2022","Gray Squirrel",1
"1385","222B","12/18/2022","Gray Squirrel",1
"1386","222B","12/19/2022","Gray Squirrel",1
"1387","222B","12/19/2022","Gray Squirrel",1
"1388","222B","12/19/2022","Gray Squirrel",1
"1389","222B","12/19/2022","Gray Squirrel",1
"1390","222B","12/19/2022","White-tailed Deer",1
"1391","222B","12/19/2022","White-tailed Deer",1
"1392","222B","12/19/2022","Gray Squirrel",1
"1393","222B","12/19/2022","Gray Squirrel",1
"1394","222B","12/19/2022","Gray Squirrel",1
"1395","222B","12/19/2022","Armadillo",1
"1396","222B","12/20/2022","Gray Squirrel",1
"1397","222B","12/20/2022","Gray Squirrel",1
"1398","222B","12/20/2022","Gray Squirrel",1
"1399","222B","12/20/2022","Gray Squirrel",1
"1400","222B","12/20/2022","Gray Squirrel",1
"1401","222B","12/21/2022","Gray Squirrel",1
"1402","222B","12/21/2022","Gray Squirrel",1
"1403","222B","12/21/2022","Gray Squirrel",1
"1404","222B","12/21/2022","Gray Squirrel",1
"1405","222B","12/21/2022","Gray Squirrel",1
"1406","222B","12/21/2022","Gray Squirrel",1
"1407","222B","12/21/2022","Gray Squirrel",1
"1408","222B","12/21/2022","Gray Squirrel",1
"1409","222B","12/21/2022","Gray Squirrel",1
"1410","222B","12/21/2022","Gray Squirrel",1
"1411","222B","12/21/2022","Gray Squirrel",1
"1412","222B","12/22/2022","White-tailed Deer",1
"1413","222B","12/22/2022","Gray Squirrel",1
"1414","222B","12/23/2022","Gray Squirrel",1
"1415","222B","12/24/2022","Gray Squirrel",1
"1416","222B","12/24/2022","Gray Squirrel",1
"1417","222B","12/25/2022","Gray Squirrel",1
"1418","222B","12/25/2022","Gray Squirrel",1
"1419","222B","12/25/2022","Gray Squirrel",1
"1420","222B","12/27/2022","Gray Squirrel",1
"1421","222B","12/27/2022","White-tailed Deer",1
"1422","222B","12/28/2022","Gray Squirrel",1
"1423","222B","12/28/2022","Gray Squirrel",1
"1424","222B","12/28/2022","White-tailed Deer",1
"1425","222B","12/29/2022","White-tailed Deer",1
"1426","222B","12/29/2022","White-tailed Deer",1
"1427","222B","12/29/2022","Gray Squirrel",1
"1428","222B","12/29/2022","Gray Squirrel",1
"1429","222B","12/29/2022","Gray Squirrel",1
"1430","222B","12/29/2022","Gray Squirrel",1
"1431","222B","12/29/2022","Gray Squirrel",1
"1432","222B","12/29/2022","Gray Squirrel",1
"1433","222B","12/30/2022","Gray Squirrel",1
"1434","222B","12/30/2022","Gray Squirrel",1
"1435","222B","12/30/2022","Gray Squirrel",1
"1436","222B","12/31/2022","Gray Squirrel",1
"1437","222B","1/1/2023","Gray Squirrel",1
"1438","222B","1/2/2023","Raccoon",1
"1439","222B","1/2/2023","White-tailed Deer",1
"1440","222B","1/2/2023","White-tailed Deer",1
"1441","222B","1/2/2023","Gray Squirrel",1
"1442","222B","1/3/2023","Gray Squirrel",1
"1443","222B","1/3/2023","Gray Squirrel",1
"1444","222B","1/4/2023","Gray Squirrel",1
"1445","222B","1/4/2023","Gray Squirrel",1
"1446","222B","1/4/2023","Gray Squirrel",1
"1447","222B","1/4/2023","Gray Squirrel",1
"1448","222B","1/4/2023","Gray Squirrel",1
"1449","222B","1/4/2023","Gray Squirrel",1
"1450","222B","1/5/2023","Gray Squirrel",1
"1451","222B","1/5/2023","Gray Squirrel",1
"1452","222B","1/6/2023","Gray Squirrel",1
"1453","222B","1/6/2023","Gray Squirrel",1
"1454","222B","1/6/2023","Gray Squirrel",1
"1455","222B","1/7/2023","Gray Squirrel",1
"1456","222B","1/8/2023","Gray Squirrel",1
"1457","222B","1/8/2023","Gray Squirrel",1
"1458","222B","1/8/2023","Gray Squirrel",1
"1459","222B","1/9/2023","Raccoon",1
"1460","222B","1/10/2023","Gray Squirrel",1
"1461","222B","1/10/2023","Gray Squirrel",1
"1462","222B","1/10/2023","Gray Squirrel",1
"1463","222B","1/10/2023","Gray Squirrel",1
"1464","222B","1/11/2023","Gray Squirrel",1
"1465","222B","1/11/2023","Gray Squirrel",1
"1466","222B","1/13/2023","Gray Squirrel",1
"1467","222B","1/13/2023","Gray Squirrel",1
"1468","222B","1/13/2023","Gray Squirrel",1
"1469","222B","1/14/2023","Gray Squirrel",1
"1470","222B","1/14/2023","Gray Squirrel",1
"1471","222B","1/14/2023","Gray Squirrel",1
"1472","222B","1/15/2023","White-tailed Deer",1
"1473","222B","1/15/2023","Gray Squirrel",1
"1474","222B","1/16/2023","Gray Squirrel",1
"1475","222B","1/17/2023","Gray Squirrel",1
"1476","222B","1/18/2023","Armadillo",1
"1477","222B","1/18/2023","White-tailed Deer",1
"1478","222B","1/18/2023","Gray Squirrel",1
"1479","222B","1/18/2023","Gray Squirrel",1
"1480","222B","1/19/2023","Gray Squirrel",1
"1481","222B","1/19/2023","Gray Squirrel",1
"1482","222B","1/20/2023","Gray Squirrel",1
"1483","222B","1/20/2023","Gray Squirrel",1
"1484","222B","1/20/2023","Gray Squirrel",1
"1485","222B","1/20/2023","Bird",1
"1486","222B","1/23/2023","Gray Squirrel",1
"1487","222B","1/26/2023","Gray Squirrel",1
"1488","222B","1/26/2023","Gray Squirrel",1
"1489","227B","1/8/2023","White-tailed Deer",1
"1490","227B","1/8/2023","White-tailed Deer",1
"1491","27B","12/16/2022","White-tailed Deer",1
"1492","27B","12/17/2022","Unknown",1
"1493","27B","12/17/2022","Gray Squirrel",1
"1494","27B","12/18/2022","Gray Squirrel",1
"1495","27B","12/19/2022","Gray Squirrel",1
"1496","27B","12/20/2022","Coyote",1
"1497","27B","12/20/2022","Coyote",1
"1498","27B","12/20/2022","Gray Squirrel",1
"1499","27B","12/21/2022","Gray Squirrel",1
"1500","27B","12/23/2022","Gray Squirrel",1
"1501","27B","12/24/2022","Gray Squirrel",1
"1502","27B","12/27/2022","Bird",1
"1503","27B","12/29/2022","Gray Squirrel",1
"1504","27B","12/29/2022","Gray Squirrel",1
"1505","27B","12/29/2022","Gray Squirrel",1
"1506","27B","12/29/2022","Gray Squirrel",1
"1507","27B","12/30/2022","Gray Squirrel",1
"1508","27B","12/30/2022","Gray Squirrel",1
"1509","27B","12/30/2022","Gray Squirrel",1
"1510","27B","12/30/2022","Gray Squirrel",1
"1511","27B","12/30/2022","Gray Squirrel",1
"1512","27B","12/30/2022","Gray Squirrel",1
"1513","27B","12/30/2022","Gray Squirrel",1
"1514","27B","12/31/2022","Gray Squirrel",1
"1515","27B","1/1/2023","Other",1
"1516","27B","1/1/2023","Gray Squirrel",1
"1517","27B","1/1/2023","Gray Squirrel",1
"1518","27B","1/1/2023","White-tailed Deer",1
"1519","27B","1/2/2023","Gray Squirrel",1
"1520","27B","1/2/2023","Gray Squirrel",1
"1521","27B","1/2/2023","Gray Squirrel",1
"1522","27B","1/3/2023","Gray Squirrel",1
"1523","27B","1/3/2023","Gray Squirrel",1
"1524","27B","1/3/2023","Gray Squirrel",1
"1525","27B","1/3/2023","Gray Squirrel",1
"1526","27B","1/3/2023","Gray Squirrel",1
"1527","27B","1/3/2023","Gray Squirrel",1
"1528","27B","1/4/2023","Gray Squirrel",1
"1529","27B","1/4/2023","Gray Squirrel",1
"1530","27B","1/5/2023","Gray Squirrel",1
"1531","27B","1/5/2023","Gray Squirrel",1
"1532","27B","1/5/2023","Bird",1
"1533","27B","1/5/2023","Bird",1
"1534","27B","1/5/2023","Gray Squirrel",1
"1535","27B","1/5/2023","Gray Squirrel",1
"1536","27B","1/6/2023","Gray Squirrel",1
"1537","27B","1/6/2023","Gray Squirrel",1
"1538","27B","1/6/2023","Gray Squirrel",1
"1539","27B","1/6/2023","Gray Squirrel",1
"1540","27B","1/7/2023","White-tailed Deer",1
"1541","27B","1/7/2023","Gray Squirrel",1
"1542","27B","1/7/2023","Gray Squirrel",1
"1543","27B","1/7/2023","Bobcat",1
"1544","27B","1/7/2023","Gray Squirrel",1
"1545","27B","1/8/2023","Gray Squirrel",1
"1546","27B","1/8/2023","Gray Squirrel",1
"1547","27B","1/8/2023","Gray Squirrel",1
"1548","27B","1/9/2023","Gray Squirrel",1
"1549","27B","1/10/2023","White-tailed Deer",1
"1550","27B","1/10/2023","Gray Squirrel",1
"1551","27B","1/10/2023","Gray Squirrel",1
"1552","27B","1/10/2023","Gray Squirrel",1
"1553","27B","1/11/2023","Gray Squirrel",1
"1554","27B","1/13/2023","Gray Squirrel",1
"1555","27B","1/13/2023","Gray Squirrel",1
"1556","27B","1/14/2023","Gray Squirrel",1
"1557","27B","1/15/2023","Bobcat",1
"1558","27B","1/15/2023","Gray Squirrel",1
"1559","27B","1/16/2023","Gray Squirrel",1
"1560","27B","1/16/2023","Gray Squirrel",1
"1561","27B","1/19/2023","Gray Squirrel",1
"1562","27B","1/20/2023","Gray Squirrel",1
"1563","27B","1/20/2023","Gray Squirrel",1
"1564","27B","1/22/2023","Unknown",1
"1565","27B","1/22/2023","Gray Squirrel",1
"1566","27B","1/22/2023","Gray Squirrel",1
"1567","27B","1/22/2023","Gray Squirrel",1
"1568","27B","1/23/2023","Gray Squirrel",1
"1569","27B","1/23/2023","Gray Squirrel",1
"1570","27B","1/23/2023","Gray Squirrel",1
"1571","27B","1/23/2023","Gray Squirrel",1
"1572","27B","1/24/2023","Gray Squirrel",1
"1573","27B","1/24/2023","Gray Squirrel",1
"1574","27B","1/25/2023","White-tailed Deer",1
"1575","27B","1/25/2023","Gray Squirrel",1
"1576","27B","1/25/2023","Gray Squirrel",1
"1577","27B","1/26/2023","White-tailed Deer",1
"1578","27B","1/26/2023","White-tailed Deer",1
"1579","30B","10/31/2022","Gray Squirrel",1
"1580","30B","11/1/2022","Gray Squirrel",1
"1581","30B","11/2/2022","Gray Squirrel",1
"1582","30B","11/3/2022","Gray Squirrel",1
"1583","30B","11/3/2022","Gray Squirrel",1
"1584","30B","11/5/2022","Gray Squirrel",1
"1585","30B","11/5/2022","Gray Squirrel",1
"1586","30B","11/6/2022","Gray Squirrel",1
"1587","30B","11/6/2022","Gray Squirrel",1
"1588","30B","11/6/2022","Gray Squirrel",1
"1589","30B","11/8/2022","Gray Squirrel",1
"1590","30B","11/9/2022","Gray Squirrel",1
"1591","30B","11/10/2022","Gray Squirrel",1
"1592","30B","11/10/2022","White-tailed Deer",1
"1593","30B","11/11/2022","Gray Squirrel",1
"1594","30B","11/12/2022","Gray Squirrel",1
"1595","30B","11/13/2022","Coyote",1
"1596","30B","11/13/2022","Gray Squirrel",1
"1597","30B","11/13/2022","Gray Squirrel",1
"1598","30B","11/15/2022","Gray Squirrel",1
"1599","30B","11/15/2022","White-tailed Deer",1
"1600","30B","11/15/2022","White-tailed Deer",1
"1601","30B","11/15/2022","White-tailed Deer",1
"1602","30B","11/15/2022","White-tailed Deer",1
"1603","30B","11/15/2022","Gray Squirrel",1
"1604","30B","11/16/2022","Gray Squirrel",1
"1605","30B","11/16/2022","Gray Squirrel",1
"1606","30B","11/17/2022","Gray Squirrel",1
"1607","30B","11/17/2022","White-tailed Deer",1
"1608","30B","11/17/2022","Gray Squirrel",1
"1609","30B","11/18/2022","Gray Squirrel",1
"1610","30B","11/21/2022","Gray Squirrel",1
"1611","30B","11/21/2022","Gray Squirrel",1
"1612","30B","11/24/2022","Gray Squirrel",1
"1613","30B","11/26/2022","Gray Squirrel",1
"1614","30B","11/26/2022","Gray Squirrel",1
"1615","30B","11/27/2022","White-tailed Deer",1
"1616","30B","11/28/2022","Gray Squirrel",1
"1617","30B","11/29/2022","Gray Squirrel",1
"1618","30B","11/29/2022","Bobcat",1
"1619","30B","12/2/2022","Grey Fox",1
"1620","30B","12/2/2022","Gray Squirrel",1
"1621","30B","12/4/2022","Gray Squirrel",1
"1622","30B","12/5/2022","Gray Squirrel",1
"1623","30B","12/6/2022","Gray Squirrel",1
"1624","30B","12/9/2022","Coyote",1
"1625","30B","12/9/2022","Gray Squirrel",1
"1626","30B","12/11/2022","Gray Squirrel",1
"1627","30B","12/13/2022","Gray Squirrel",1
"1628","30B","12/15/2022","Gray Squirrel",1
"1629","30B","12/15/2022","Gray Squirrel",1
"1630","30B","12/16/2022","Gray Squirrel",1
"1631","30B","12/17/2022","Gray Squirrel",1
"1632","30B","12/18/2022","Gray Squirrel",1
"1633","30B","12/18/2022","Armadillo",1
"1634","30B","12/19/2022","Gray Squirrel",1
"1635","30B","12/19/2022","Gray Squirrel",1
"1636","30B","12/21/2022","Coyote",1
"1637","30B","12/21/2022","Gray Squirrel",1
"1638","30B","12/22/2022","Bobcat",1
"1639","30B","12/24/2022","Gray Squirrel",1
"1640","30B","12/24/2022","Gray Squirrel",1
"1641","30B","12/27/2022","Gray Squirrel",1
"1642","30B","12/28/2022","Coyote",1
"1643","30B","12/29/2022","Gray Squirrel",1
"1644","30B","12/29/2022","Gray Squirrel",1
"1645","30B","12/30/2022","Gray Squirrel",1
"1646","30B","12/30/2022","Gray Squirrel",1
"1647","30B","1/2/2023","Gray Squirrel",1
"1648","30B","1/7/2023","White-tailed Deer",1
"1649","30B","1/7/2023","Armadillo",1
"1650","30B","1/8/2023","Gray Squirrel",1
"1651","30B","1/10/2023","Gray Squirrel",1
"1652","30B","1/10/2023","Gray Squirrel",1
"1653","30B","1/10/2023","Gray Squirrel",1
"1654","30B","1/10/2023","Gray Squirrel",1
"1655","30B","1/10/2023","Gray Squirrel",1
"1656","30B","1/10/2023","Gray Squirrel",1
"1657","30B","1/12/2023","Coyote",1
"1658","30B","1/13/2023","Gray Squirrel",1
"1659","30B","1/13/2023","Bird",1
"1660","30B","1/15/2023","Coyote",1
"1661","30B","1/15/2023","Coyote",1
"1662","30B","1/16/2023","Coyote",1
"1663","30B","1/17/2023","Gray Squirrel",1
"1664","30B","1/17/2023","Armadillo",1
"1665","30B","1/18/2023","Grey Fox",1
"1666","30B","1/18/2023","Gray Squirrel",1
"1667","30B","1/18/2023","Gray Squirrel",1
"1668","30B","1/18/2023","Gray Squirrel",1
"1669","30B","1/22/2023","Coyote",1
"1670","30B","1/22/2023","Armadillo",1
"1671","30B","1/23/2023","Gray Squirrel",1
"1672","34D","10/31/2022","Gray Squirrel",1
"1673","34D","10/31/2022","Gray Squirrel",1
"1674","34D","10/31/2022","Armadillo",1
"1675","34D","11/1/2022","White-tailed Deer",1
"1676","34D","11/1/2022","Gray Squirrel",1
"1677","34D","11/1/2022","Gray Squirrel",1
"1678","34D","11/1/2022","White-tailed Deer",1
"1679","34D","11/2/2022","White-tailed Deer",1
"1680","34D","11/2/2022","White-tailed Deer",1
"1681","34D","11/3/2022","Gray Squirrel",1
"1682","34D","11/3/2022","Gray Squirrel",1
"1683","34D","11/4/2022","Gray Squirrel",1
"1684","34D","11/5/2022","Gray Squirrel",1
"1685","34D","11/5/2022","Gray Squirrel",1
"1686","34D","11/5/2022","Gray Squirrel",1
"1687","34D","11/7/2022","Gray Squirrel",1
"1688","34D","11/7/2022","Gray Squirrel",1
"1689","34D","11/7/2022","Gray Squirrel",1
"1690","34D","11/7/2022","Gray Squirrel",1
"1691","34D","11/7/2022","Armadillo",1
"1692","34D","11/8/2022","Gray Squirrel",1
"1693","34D","11/8/2022","Gray Squirrel",1
"1694","34D","11/8/2022","Gray Squirrel",1
"1695","34D","11/10/2022","Armadillo",1
"1696","34D","11/10/2022","Gray Squirrel",1
"1697","34D","11/12/2022","White-tailed Deer",1
"1698","34D","11/13/2022","Gray Squirrel",1
"1699","34D","11/14/2022","White-tailed Deer",1
"1700","34D","11/14/2022","Gray Squirrel",1
"1701","34D","11/14/2022","White-tailed Deer",1
"1702","34D","11/15/2022","Gray Squirrel",1
"1703","34D","11/16/2022","Gray Squirrel",1
"1704","34D","11/17/2022","Gray Squirrel",1
"1705","34D","11/17/2022","Gray Squirrel",1
"1706","34D","11/17/2022","Gray Squirrel",1
"1707","34D","11/17/2022","Gray Squirrel",1
"1708","34D","11/17/2022","Gray Squirrel",1
"1709","34D","11/17/2022","Coyote",1
"1710","34D","11/19/2022","White-tailed Deer",1
"1711","34D","11/19/2022","Gray Squirrel",1
"1712","34D","11/19/2022","Gray Squirrel",1
"1713","34D","11/19/2022","Gray Squirrel",1
"1714","34D","11/20/2022","Gray Squirrel",1
"1715","34D","11/20/2022","Gray Squirrel",1
"1716","34D","11/21/2022","Gray Squirrel",1
"1717","34D","11/22/2022","Gray Squirrel",1
"1718","34D","11/22/2022","Gray Squirrel",1
"1719","34D","11/23/2022","Gray Squirrel",1
"1720","34D","11/24/2022","White-tailed Deer",1
"1721","34D","11/25/2022","Gray Squirrel",1
"1722","34D","11/27/2022","Gray Squirrel",1
"1723","34D","11/27/2022","Gray Squirrel",1
"1724","34D","11/27/2022","Gray Squirrel",1
"1725","34D","11/30/2022","Gray Squirrel",1
"1726","34D","11/30/2022","Gray Squirrel",1
"1727","34D","12/1/2022","Gray Squirrel",1
"1728","34D","12/2/2022","Gray Squirrel",1
"1729","34D","12/4/2022","Gray Squirrel",1
"1730","34D","12/4/2022","Gray Squirrel",1
"1731","34D","12/5/2022","Gray Squirrel",1
"1732","34D","12/5/2022","Cottontail",1
"1733","34D","12/6/2022","Gray Squirrel",1
"1734","34D","12/7/2022","Cottontail",1
"1735","34D","12/8/2022","Cottontail",1
"1736","34D","12/9/2022","White-tailed Deer",1
"1737","34D","12/9/2022","Gray Squirrel",1
"1738","34D","12/11/2022","Gray Squirrel",1
"1739","34D","12/11/2022","Gray Squirrel",1
"1740","34D","12/12/2022","Gray Squirrel",1
"1741","34D","12/12/2022","Gray Squirrel",1
"1742","34D","12/12/2022","Gray Squirrel",1
"1743","34D","12/12/2022","Gray Squirrel",1
"1744","34D","12/12/2022","Gray Squirrel",1
"1745","34D","12/13/2022","Cottontail",1
"1746","34D","12/13/2022","White-tailed Deer",1
"1747","34D","12/14/2022","Gray Squirrel",1
"1748","34D","12/14/2022","White-tailed Deer",1
"1749","34D","12/15/2022","Gray Squirrel",1
"1750","34D","12/17/2022","Gray Squirrel",1
"1751","34D","12/19/2022","Wild Hog",1
"1752","34D","12/19/2022","Dog",1
"1753","34D","12/19/2022","Dog",1
"1754","34D","12/19/2022","Gray Squirrel",1
"1755","34D","12/19/2022","Armadillo",1
"1756","34D","12/19/2022","Coyote",1
"1757","34D","12/20/2022","Gray Squirrel",1
"1758","34D","12/21/2022","Gray Squirrel",1
"1759","34D","12/21/2022","Gray Squirrel",1
"1760","34D","12/22/2022","Raccoon",1
"1761","34D","12/22/2022","Gray Squirrel",1
"1762","34D","12/22/2022","Gray Squirrel",1
"1763","34D","12/23/2022","Gray Squirrel",1
"1764","34D","12/24/2022","Gray Squirrel",1
"1765","34D","12/24/2022","Gray Squirrel",1
"1766","34D","12/25/2022","Gray Squirrel",1
"1767","34D","12/25/2022","Gray Squirrel",1
"1768","34D","12/25/2022","Gray Squirrel",1
"1769","34D","12/25/2022","Gray Squirrel",1
"1770","34D","12/26/2022","White-tailed Deer",1
"1771","34D","12/27/2022","Gray Squirrel",1
"1772","34D","12/27/2022","Gray Squirrel",1
"1773","34D","12/28/2022","Gray Squirrel",1
"1774","34D","12/28/2022","Gray Squirrel",1
"1775","34D","12/28/2022","Gray Squirrel",1
"1776","34D","12/29/2022","Gray Squirrel",1
"1777","34D","12/30/2022","Gray Squirrel",1
"1778","34D","12/30/2022","Dog",1
"1779","34D","12/30/2022","Armadillo",1
"1780","34D","1/1/2023","Gray Squirrel",1
"1781","34D","1/1/2023","Gray Squirrel",1
"1782","34D","1/1/2023","Gray Squirrel",1
"1783","34D","1/2/2023","Cottontail",1
"1784","34D","1/2/2023","Gray Squirrel",1
"1785","34D","1/3/2023","Bird",1
"1786","34D","1/3/2023","Coyote",1
"1787","34D","1/6/2023","Cottontail",1
"1788","34D","1/10/2023","Armadillo",1
"1789","34D","1/11/2023","Armadillo",1
"1790","34D","1/12/2023","Armadillo",1
"1791","34D","1/12/2023","Armadillo",1
"1792","34D","1/12/2023","White-tailed Deer",1
"1793","34D","1/12/2023","Gray Squirrel",1
"1794","34D","1/13/2023","Armadillo",1
"1795","34D","1/16/2023","Gray Squirrel",1
"1796","34D","1/16/2023","Armadillo",1
"1797","34D","1/17/2023","Armadillo",1
"1798","34D","1/17/2023","Armadillo",1
"1799","34D","1/18/2023","Gray Squirrel",1
"1800","34D","1/18/2023","Gray Squirrel",1
"1801","34D","1/18/2023","Gray Squirrel",1
"1802","34D","1/18/2023","Armadillo",1
"1803","34D","1/18/2023","Armadillo",1
"1804","34D","1/19/2023","Armadillo",1
"1805","34D","1/20/2023","Gray Squirrel",1
"1806","34D","1/20/2023","Armadillo",1
"1807","34D","1/20/2023","Armadillo",1
"1808","34D","1/21/2023","Armadillo",1
"1809","34D","1/23/2023","Gray Squirrel",1
"1810","34D","1/25/2023","Armadillo",1
"1811","34D","1/27/2023","Armadillo",1
"1812","34D","1/27/2023","Armadillo",1
"1813","36B","11/1/2022","White-tailed Deer",1
"1814","36B","11/1/2022","Gray Squirrel",1
"1815","36B","11/2/2022","Raccoon",1
"1816","36B","11/2/2022","Raccoon",1
"1817","36B","11/3/2022","White-tailed Deer",1
"1818","36B","11/3/2022","White-tailed Deer",1
"1819","36B","11/3/2022","White-tailed Deer",1
"1820","36B","11/4/2022","White-tailed Deer",1
"1821","36B","11/5/2022","White-tailed Deer",1
"1822","36B","11/6/2022","Raccoon",1
"1823","36B","11/12/2022","Person",1
"1824","36B","11/12/2022","Person",1
"1825","36B","11/17/2022","White-tailed Deer",1
"1826","36B","11/20/2022","Gray Squirrel",1
"1827","36B","11/24/2022","Armadillo",1
"1828","36B","11/29/2022","White-tailed Deer",1
"1829","36B","12/1/2022","Gray Squirrel",1
"1830","36B","12/3/2022","Gray Squirrel",1
"1831","36B","12/6/2022","White-tailed Deer",1
"1832","36B","12/7/2022","White-tailed Deer",1
"1833","36B","12/8/2022","Bird",1
"1834","36B","12/8/2022","White-tailed Deer",1
"1835","36B","12/9/2022","White-tailed Deer",1
"1836","36B","12/12/2022","White-tailed Deer",1
"1837","36B","1/4/2023","Person",1
"1838","36B","1/4/2023","Person",1
"1839","39B","12/15/2022","White-tailed Deer",1
"1840","39B","12/16/2022","White-tailed Deer",1
"1841","39B","12/16/2022","Bird",1
"1842","39B","12/16/2022","White-tailed Deer",1
"1843","39B","12/16/2022","White-tailed Deer",1
"1844","39B","12/17/2022","White-tailed Deer",1
"1845","39B","12/17/2022","White-tailed Deer",1
"1846","39B","12/17/2022","Grey Fox",1
"1847","39B","12/17/2022","White-tailed Deer",1
"1848","39B","12/18/2022","White-tailed Deer",1
"1849","39B","12/19/2022","White-tailed Deer",1
"1850","39B","12/19/2022","White-tailed Deer",1
"1851","39B","12/21/2022","White-tailed Deer",1
"1852","39B","12/22/2022","White-tailed Deer",1
"1853","39B","12/22/2022","White-tailed Deer",1
"1854","39B","12/22/2022","White-tailed Deer",1
"1855","39B","12/25/2022","White-tailed Deer",1
"1856","39B","12/25/2022","Grey Fox",1
"1857","39B","12/26/2022","White-tailed Deer",1
"1858","39B","12/28/2022","White-tailed Deer",1
"1859","39B","12/29/2022","White-tailed Deer",1
"1860","39B","12/31/2022","White-tailed Deer",1
"1861","39B","12/31/2022","White-tailed Deer",1
"1862","39B","12/31/2022","White-tailed Deer",1
"1863","39B","12/31/2022","White-tailed Deer",1
"1864","39B","1/1/2023","White-tailed Deer",1
"1865","39B","1/1/2023","White-tailed Deer",1
"1866","39B","1/2/2023","White-tailed Deer",1
"1867","39B","1/3/2023","White-tailed Deer",1
"1868","39B","1/3/2023","White-tailed Deer",1
"1869","39B","1/3/2023","White-tailed Deer",1
"1870","39B","1/3/2023","White-tailed Deer",1
"1871","39B","1/3/2023","White-tailed Deer",1
"1872","39B","1/3/2023","White-tailed Deer",1
"1873","39B","1/3/2023","White-tailed Deer",1
"1874","39B","1/3/2023","White-tailed Deer",1
"1875","39B","1/4/2023","White-tailed Deer",1
"1876","39B","1/6/2023","White-tailed Deer",1
"1877","39B","1/6/2023","White-tailed Deer",1
"1878","39B","1/7/2023","White-tailed Deer",1
"1879","39B","1/7/2023","White-tailed Deer",1
"1880","39B","1/8/2023","Bird",1
"1881","39B","1/9/2023","White-tailed Deer",1
